start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,rat_presence_duration_sec
2/04/2018 23:16,6.0,pick,2/04/2018 23:10,2/04/2018 23:18,381,0,1,4,2/04/2018 19:01,4.259722222,1,480.0
2/04/2018 23:43,2.0,fast,2/04/2018 23:42,2/04/2018 23:48,80,0,1,4,2/04/2018 19:01,4.708055556,1,360.0
2/04/2018 23:45,1.0,fast,2/04/2018 23:42,2/04/2018 23:48,177,0,1,4,2/04/2018 19:01,4.735,1,360.0
2/04/2018 23:45,11.0,other_bat,2/04/2018 23:42,2/04/2018 23:48,223,1,0,4,2/04/2018 19:01,4.747777778,1,360.0
2/04/2018 23:46,3.0,fast,2/04/2018 23:42,2/04/2018 23:48,234,0,1,4,2/04/2018 19:01,4.750833333,1,360.0
2/04/2018 23:46,25.0,pick,2/04/2018 23:42,2/04/2018 23:48,239,0,1,4,2/04/2018 19:01,4.752222222,1,360.0
2/04/2018 23:46,6.0,other_bats,2/04/2018 23:42,2/04/2018 23:48,238,1,0,4,2/04/2018 19:01,4.751944444,1,360.0
2/04/2018 23:46,3.0,rat,2/04/2018 23:42,2/04/2018 23:48,262,1,0,4,2/04/2018 19:01,4.758611111,1,360.0
2/04/2018 23:46,11.0,rat,2/04/2018 23:42,2/04/2018 23:48,287,1,0,4,2/04/2018 19:01,4.765555556,1,360.0
2/04/2018 23:48,15.0,pick,2/04/2018 23:42,2/04/2018 23:48,355,0,1,4,2/04/2018 19:01,4.784444444,1,360.0
2/04/2018 23:48,6.0,other_bats,2/04/2018 23:42,2/04/2018 23:48,360,1,0,4,2/04/2018 19:01,4.785833333,1,360.0
3/04/2018 1:01,0.069936967,fast,3/04/2018 1:00,3/04/2018 1:21,53,0,1,4,2/04/2018 19:01,6.003888889,1,1260.0
3/04/2018 1:01,1.0,fast,3/04/2018 1:00,3/04/2018 1:21,82,0,1,4,2/04/2018 19:01,6.011944444,1,1260.0
3/04/2018 1:01,1.0,fast,3/04/2018 1:00,3/04/2018 1:21,98,0,1,4,2/04/2018 19:01,6.016388889,1,1260.0
3/04/2018 1:02,4.0,pick,3/04/2018 1:00,3/04/2018 1:21,101,0,1,4,2/04/2018 19:01,6.017222222,1,1260.0
3/04/2018 1:02,0.036982956,rat,3/04/2018 1:00,3/04/2018 1:21,112,1,0,4,2/04/2018 19:01,6.020277778,1,1260.0
3/04/2018 1:02,1.0,rat,3/04/2018 1:00,3/04/2018 1:21,120,1,0,4,2/04/2018 19:01,6.0225,1,1260.0
3/04/2018 1:02,2.0,fast,3/04/2018 1:00,3/04/2018 1:21,128,0,1,4,2/04/2018 19:01,6.024722222,1,1260.0
3/04/2018 1:03,4.0,fast,3/04/2018 1:00,3/04/2018 1:21,180,0,1,4,2/04/2018 19:01,6.039166667,1,1260.0
3/04/2018 1:04,3.0,rat,3/04/2018 1:00,3/04/2018 1:21,232,1,0,4,2/04/2018 19:01,6.053611111,1,1260.0
3/04/2018 1:04,2.0,"373.0,80.0,504.0,148.0; 274.6,110.7,382.4,267.3",3/04/2018 1:00,3/04/2018 1:21,277,0,0,4,2/04/2018 19:01,6.066111111,1,1260.0
3/04/2018 1:06,19.0,other,3/04/2018 1:00,3/04/2018 1:21,353,1,0,4,2/04/2018 19:01,6.087222222,1,1260.0
3/04/2018 1:07,3.0,fast,3/04/2018 1:00,3/04/2018 1:21,435,0,1,4,2/04/2018 19:01,6.11,1,1260.0
3/04/2018 1:10,6.0,fast,3/04/2018 1:00,3/04/2018 1:21,612,0,1,4,2/04/2018 19:01,6.159166667,1,1260.0
3/04/2018 1:12,1.0,fast,3/04/2018 1:00,3/04/2018 1:21,708,0,1,4,2/04/2018 19:01,6.185833333,1,1260.0
3/04/2018 1:13,9.0,rat,3/04/2018 1:00,3/04/2018 1:21,777,1,0,4,2/04/2018 19:01,6.205,1,1260.0
3/04/2018 1:13,23.0,rat,3/04/2018 1:00,3/04/2018 1:21,806,1,0,4,2/04/2018 19:01,6.213055556,1,1260.0
3/04/2018 1:15,1.0,"245.6,179.5,321.4,314.0; 522.4,0.3,592.0,95.5",3/04/2018 1:00,3/04/2018 1:21,903,0,0,4,2/04/2018 19:01,6.24,1,1260.0
3/04/2018 1:15,155.0,eating,3/04/2018 1:00,3/04/2018 1:21,936,0,0,4,2/04/2018 19:01,6.249166667,1,1260.0
3/04/2018 21:22,3.0,fast,3/04/2018 21:21,3/04/2018 21:32,90,0,1,4,3/04/2018 19:01,2.358611111,1,660.0
3/04/2018 21:27,3.0,fast,3/04/2018 21:21,3/04/2018 21:32,376,0,1,4,3/04/2018 19:01,2.438055556,1,660.0
3/04/2018 21:28,2.0,fast,3/04/2018 21:21,3/04/2018 21:32,452,0,1,4,3/04/2018 19:01,2.459166667,1,660.0
3/04/2018 23:24,2.0,fast,3/04/2018 23:24,3/04/2018 23:40,12,0,1,4,3/04/2018 19:01,4.395833333,1,960.0
3/04/2018 23:25,9.0,rat,3/04/2018 23:24,3/04/2018 23:40,31,1,0,4,3/04/2018 19:01,4.401111111,1,960.0
3/04/2018 23:25,4.0,fast,3/04/2018 23:24,3/04/2018 23:40,58,0,1,4,3/04/2018 19:01,4.408611111,1,960.0
