start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month_dataset1,sunset_time,hours_after_sunset_dataset1,season,rat_presence_duration_sec,time,month_dataset2,hours_after_sunset_dataset2,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,rat_eating
2017-12-26 21:26:00,10.0,rat,26/12/2017 21:22,26/12/2017 21:27,208,1,0,0,26/12/2017 16:43,4.717777778,0,300.0,2017-12-26 21:26:00,0,4.5,53,2.561403509,4.866666667,1,1
2017-12-26 21:26:00,1.0,bat_fight,26/12/2017 21:22,26/12/2017 21:27,216,1,0,0,26/12/2017 16:43,4.72,0,300.0,2017-12-26 21:26:00,0,4.5,53,2.561403509,4.866666667,1,1
2017-12-27 01:35:00,2.0,rat_and_no_food,27/12/2017 1:34,27/12/2017 1:41,37,1,0,0,26/12/2017 16:43,8.8725,0,420.0,2017-12-27 01:35:00,0,8.5,16,0.0,6.683333333,1,0
2017-12-26 20:57:00,5.0,,26/12/2017 20:53,26/12/2017 20:58,199,0,0,0,26/12/2017 16:43,4.2375,0,300.0,2017-12-26 20:57:00,0,4.0,51,2.968873797,1.283333333,2,1
2017-12-26 20:57:00,1.0,,26/12/2017 20:53,26/12/2017 20:58,239,0,0,0,26/12/2017 16:43,4.248611111,0,300.0,2017-12-26 20:57:00,0,4.0,51,2.968873797,1.283333333,2,1
2017-12-28 19:36:00,1.0,fast,28/12/2017 19:35,28/12/2017 19:46,14,0,1,0,28/12/2017 16:44,2.868888889,0,660.0,2017-12-28 19:36:00,0,2.5,23,3.543859649,8.1,1,1
2017-12-28 19:36:00,2.0,rat,28/12/2017 19:35,28/12/2017 19:46,40,1,0,0,28/12/2017 16:44,2.876111111,0,660.0,2017-12-28 19:36:00,0,2.5,23,3.543859649,8.1,1,1
2017-12-28 19:37:00,26.0,rat,28/12/2017 19:35,28/12/2017 19:46,68,1,0,0,28/12/2017 16:44,2.883888889,0,660.0,2017-12-28 19:37:00,0,2.5,23,3.543859649,8.1,1,1
2017-12-28 19:44:00,5.0,rat_and_others,28/12/2017 19:35,28/12/2017 19:46,521,1,0,0,28/12/2017 16:44,3.009722222,0,660.0,2017-12-28 19:44:00,0,3.0,23,3.07696661,2.5,1,1
2017-12-28 19:45:00,15.0,pick_and_others,28/12/2017 19:35,28/12/2017 19:46,564,1,1,0,28/12/2017 16:44,3.021666667,0,660.0,2017-12-28 19:45:00,0,3.0,23,3.07696661,2.5,1,1
2017-12-28 19:46:00,24.0,rat,28/12/2017 19:35,28/12/2017 19:46,607,1,0,0,28/12/2017 16:44,3.033611111,0,660.0,2017-12-28 19:46:00,0,3.0,23,3.07696661,2.5,1,1
2017-12-28 03:58:00,2.0,fast,28/12/2017 3:56,28/12/2017 4:13,107,0,1,0,27/12/2017 16:43,11.26277778,0,1020.0,2017-12-28 03:58:00,0,11.0,5,0.971774194,16.01666667,1,1
2017-12-28 04:02:00,2.0,fast,28/12/2017 3:56,28/12/2017 4:13,358,0,1,0,27/12/2017 16:43,11.3325,0,1020.0,2017-12-28 04:02:00,0,11.0,5,0.971774194,16.01666667,1,1
2017-12-28 04:11:00,1.0,,28/12/2017 3:56,28/12/2017 4:13,852,0,0,0,27/12/2017 16:43,11.46972222,0,1020.0,2017-12-28 04:11:00,0,11.0,5,0.971774194,16.01666667,1,1
2018-01-27 23:44:00,0.049410419,fast,27/01/2018 23:44,27/01/2018 23:50,12,0,1,1,27/01/2018 17:09,6.591111111,0,360.0,2018-01-27 23:44:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:44:00,1.0,fast,27/01/2018 23:44,27/01/2018 23:50,14,0,1,1,27/01/2018 17:09,6.591666667,0,360.0,2018-01-27 23:44:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:45:00,6.0,rat,27/01/2018 23:44,27/01/2018 23:50,49,1,0,1,27/01/2018 17:09,6.601388889,0,360.0,2018-01-27 23:45:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:45:00,3.0,fast,27/01/2018 23:44,27/01/2018 23:50,68,0,1,1,27/01/2018 17:09,6.606666667,0,360.0,2018-01-27 23:45:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:45:00,8.0,rat,27/01/2018 23:44,27/01/2018 23:50,84,1,0,1,27/01/2018 17:09,6.611111111,0,360.0,2018-01-27 23:45:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:46:00,31.0,rat,27/01/2018 23:44,27/01/2018 23:50,122,1,0,1,27/01/2018 17:09,6.621666667,0,360.0,2018-01-27 23:46:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:47:00,0.010695699,fast,27/01/2018 23:44,27/01/2018 23:50,186,0,1,1,27/01/2018 17:09,6.639444444,0,360.0,2018-01-27 23:47:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:48:00,2.0,fast,27/01/2018 23:44,27/01/2018 23:50,231,0,1,1,27/01/2018 17:09,6.651944444,0,360.0,2018-01-27 23:48:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:48:00,1.0,gaze,27/01/2018 23:44,27/01/2018 23:50,246,0,0,1,27/01/2018 17:09,6.656111111,0,360.0,2018-01-27 23:48:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:48:00,9.0,pick,27/01/2018 23:44,27/01/2018 23:50,253,0,1,1,27/01/2018 17:09,6.658055556,0,360.0,2018-01-27 23:48:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-27 23:50:00,6.0,pick,27/01/2018 23:44,27/01/2018 23:50,355,0,1,1,27/01/2018 17:09,6.686388889,0,360.0,2018-01-27 23:50:00,1,6.5,64,2.55,6.083333333,1,1
2018-01-28 04:20:00,11.0,pick,28/01/2018 4:08,28/01/2018 4:20,742,0,1,1,27/01/2018 17:09,11.1975,0,720.0,2018-01-28 04:20:00,1,11.0,3,1.0,11.98333333,1,1
2018-01-01 01:52:00,2.0,fast,1/01/2018 1:50,1/01/2018 1:55,115,0,1,1,31/12/2017 16:46,9.108333333,0,300.0,2018-01-01 01:52:00,1,9.0,18,1.92688172,4.933333333,1,1
2018-01-31 19:44:00,3.0,rat,31/01/2018 19:41,31/01/2018 19:45,195,1,0,1,31/01/2018 17:13,2.522777778,0,240.0,2018-01-31 19:44:00,1,2.5,80,3.214285714,2.25,1,1
2018-01-31 22:23:00,1.0,fast,31/01/2018 22:20,31/01/2018 22:24,168,0,1,1,31/01/2018 17:13,5.168333333,0,240.0,2018-01-31 22:23:00,1,5.0,80,2.0,4.466666667,1,1
2018-01-10 23:34:00,4.0,,10/01/2018 23:32,10/01/2018 23:34,113,0,0,1,10/01/2018 16:54,6.673888889,0,120.0,2018-01-10 23:34:00,1,6.5,38,2.0,2.05,2,1
2018-01-10 04:12:00,1.0,rat,10/01/2018 4:07,10/01/2018 4:15,306,1,0,1,9/01/2018 16:53,11.32222222,0,480.0,2018-01-10 04:12:00,1,11.0,18,2.851612903,8.566666667,1,1
2018-01-28 19:56:00,1.0,fast,28/01/2018 19:56,28/01/2018 20:10,9,0,1,1,28/01/2018 17:10,2.770833333,0,840.0,2018-01-28 19:56:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:03:00,1.0,rat,28/01/2018 19:56,28/01/2018 20:10,456,1,0,1,28/01/2018 17:10,2.895,0,840.0,2018-01-28 20:03:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:04:00,0.035319187,rat,28/01/2018 19:56,28/01/2018 20:10,528,1,0,1,28/01/2018 17:10,2.915,0,840.0,2018-01-28 20:04:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:05:00,1.0,rat,28/01/2018 19:56,28/01/2018 20:10,534,1,0,1,28/01/2018 17:10,2.916666667,0,840.0,2018-01-28 20:05:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:05:00,7.0,pick_rat,28/01/2018 19:56,28/01/2018 20:10,545,1,1,1,28/01/2018 17:10,2.919722222,0,840.0,2018-01-28 20:05:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:05:00,1.0,fast,28/01/2018 19:56,28/01/2018 20:10,551,0,1,1,28/01/2018 17:10,2.921388889,0,840.0,2018-01-28 20:05:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:05:00,0.034803066,fast,28/01/2018 19:56,28/01/2018 20:10,569,0,1,1,28/01/2018 17:10,2.926388889,0,840.0,2018-01-28 20:05:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:05:00,1.0,rat,28/01/2018 19:56,28/01/2018 20:10,583,1,0,1,28/01/2018 17:10,2.930277778,0,840.0,2018-01-28 20:05:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:05:00,1.0,fast,28/01/2018 19:56,28/01/2018 20:10,589,0,1,1,28/01/2018 17:10,2.931944444,0,840.0,2018-01-28 20:05:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:06:00,2.0,fast,28/01/2018 19:56,28/01/2018 20:10,627,0,1,1,28/01/2018 17:10,2.9425,0,840.0,2018-01-28 20:06:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:06:00,1.0,fast,28/01/2018 19:56,28/01/2018 20:10,631,0,1,1,28/01/2018 17:10,2.943611111,0,840.0,2018-01-28 20:06:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:06:00,4.0,fast,28/01/2018 19:56,28/01/2018 20:10,642,0,1,1,28/01/2018 17:10,2.946666667,0,840.0,2018-01-28 20:06:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:08:00,4.0,pick,28/01/2018 19:56,28/01/2018 20:10,720,0,1,1,28/01/2018 17:10,2.968333333,0,840.0,2018-01-28 20:08:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-28 20:09:00,3.0,rat,28/01/2018 19:56,28/01/2018 20:10,824,1,0,1,28/01/2018 17:10,2.997222222,0,840.0,2018-01-28 20:09:00,1,2.5,40,3.970430108,13.9,1,1
2018-01-29 01:32:00,22.0,pick,29/01/2018 1:29,29/01/2018 1:33,225,0,1,1,28/01/2018 17:10,8.381666667,0,240.0,2018-01-29 01:32:00,1,8.0,51,1.609375,4.45,1,1
2018-01-28 19:58:00,1.0,rat,28/01/2018 19:56,28/01/2018 20:10,162,1,0,1,28/01/2018 17:10,2.813333333,0,840.0,2018-01-28 19:58:00,1,2.5,40,3.970430108,13.9,1,1
2018-02-20 01:49:00,2.0,rat,20/02/2018 1:47,20/02/2018 1:50,151,1,0,2,19/02/2018 17:30,8.333055556,0,180.0,2018-02-20 01:49:00,2,8.0,36,2.0,3.166666667,1,1
2018-02-20 03:10:00,1.0,rat,20/02/2018 3:10,20/02/2018 3:11,17,1,0,2,19/02/2018 17:30,9.676111111,0,60.0,2018-02-20 03:10:00,2,9.5,30,1.822307272,1.55,1,1
2018-02-20 02:12:00,3.0,bat,20/02/2018 2:10,20/02/2018 2:13,116,1,0,2,19/02/2018 17:30,8.713055556,0,180.0,2018-02-20 02:12:00,2,8.5,46,2.0,0.416666667,2,1
2018-02-10 00:43:00,4.0,rat,10/02/2018 0:43,10/02/2018 0:45,22,1,0,2,9/02/2018 17:21,7.375277778,0,120.0,2018-02-10 00:43:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:44:00,3.0,fast,10/02/2018 0:43,10/02/2018 0:45,96,0,1,2,9/02/2018 17:21,7.395833333,0,120.0,2018-02-10 00:44:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:49:00,0.089216347,fast,10/02/2018 0:49,10/02/2018 0:51,18,0,1,2,9/02/2018 17:21,7.471944444,0,120.0,2018-02-10 00:49:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:49:00,2.0,rat,10/02/2018 0:49,10/02/2018 0:51,56,1,0,2,9/02/2018 17:21,7.4825,0,120.0,2018-02-10 00:49:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:50:00,0.041390374,fast,10/02/2018 0:49,10/02/2018 0:51,65,0,1,2,9/02/2018 17:21,7.485,0,120.0,2018-02-10 00:50:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:50:00,0.090143902,rat,10/02/2018 0:49,10/02/2018 0:51,81,1,0,2,9/02/2018 17:21,7.489444444,0,120.0,2018-02-10 00:50:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:50:00,20.0,both,10/02/2018 0:49,10/02/2018 0:51,102,0,0,2,9/02/2018 17:21,7.495277778,0,120.0,2018-02-10 00:50:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:51:00,2.0,rat,10/02/2018 0:49,10/02/2018 0:51,149,1,0,2,9/02/2018 17:21,7.508333333,0,120.0,2018-02-10 00:51:00,2,7.5,51,1.025466893,0.783333333,1,1
2018-02-10 00:44:00,7.0,bat,10/02/2018 0:43,10/02/2018 0:45,61,1,0,2,9/02/2018 17:21,7.386111111,0,120.0,2018-02-10 00:44:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:44:00,21.0,pick_bat,10/02/2018 0:43,10/02/2018 0:45,65,1,1,2,9/02/2018 17:21,7.387222222,0,120.0,2018-02-10 00:44:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:44:00,4.0,pick,10/02/2018 0:43,10/02/2018 0:45,68,0,1,2,9/02/2018 17:21,7.388055556,0,120.0,2018-02-10 00:44:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-10 00:44:00,2.0,pick,10/02/2018 0:43,10/02/2018 0:45,80,0,1,2,9/02/2018 17:21,7.391388889,0,120.0,2018-02-10 00:44:00,2,7.0,83,1.421052632,4.1,3,1
2018-02-07 18:11:00,7.0,"94.0,305.0,239.0,416.0; 364.8,139.3,462.3,241.3",7/02/2018 18:11,7/02/2018 18:11,10,0,0,2,7/02/2018 17:19,0.8775,0,0.0,2018-02-07 18:11:00,2,0.5,53,4.0,0.25,1,1
2018-02-07 18:32:00,1.0,rat,7/02/2018 18:29,7/02/2018 18:44,166,1,0,2,7/02/2018 17:19,1.225277778,0,900.0,2018-02-07 18:32:00,2,1.0,29,4.0,10.48333333,5,1
2018-02-07 22:58:00,14.0,pick,7/02/2018 22:53,7/02/2018 22:58,299,0,1,2,7/02/2018 17:19,5.661944444,0,300.0,2018-02-07 22:58:00,2,5.5,65,2.050611791,2.433333333,2,1
2018-02-08 01:47:00,8.0,rat attack,8/02/2018 1:47,8/02/2018 1:48,7,1,0,2,7/02/2018 17:19,8.481666667,0,60.0,2018-02-08 01:47:00,2,8.0,49,1.456140351,0.25,1,1
2018-02-08 01:52:00,1.0,fast,8/02/2018 1:52,8/02/2018 1:52,2,0,1,2,7/02/2018 17:19,8.554722222,0,0.0,2018-02-08 01:52:00,2,8.5,53,1.037351443,4.166666667,2,1
2018-02-08 02:06:00,6.0,rat,8/02/2018 2:05,8/02/2018 2:09,74,1,0,2,7/02/2018 17:19,8.796944444,0,240.0,2018-02-08 02:06:00,2,8.5,53,1.037351443,4.166666667,2,1
2018-02-08 02:06:00,1.0,rat,8/02/2018 2:05,8/02/2018 2:09,80,1,0,2,7/02/2018 17:19,8.798611111,0,240.0,2018-02-08 02:06:00,2,8.5,53,1.037351443,4.166666667,2,1
2018-02-08 02:07:00,7.0,rat,8/02/2018 2:05,8/02/2018 2:09,99,1,0,2,7/02/2018 17:19,8.803888889,0,240.0,2018-02-08 02:07:00,2,8.5,53,1.037351443,4.166666667,2,1
2018-02-08 02:07:00,4.0,rat,8/02/2018 2:05,8/02/2018 2:09,116,1,0,2,7/02/2018 17:19,8.808611111,0,240.0,2018-02-08 02:07:00,2,8.5,53,1.037351443,4.166666667,2,1
2018-02-08 02:08:00,4.0,rat,8/02/2018 2:05,8/02/2018 2:09,200,1,0,2,7/02/2018 17:19,8.831944444,0,240.0,2018-02-08 02:08:00,2,8.5,53,1.037351443,4.166666667,2,1
2018-02-08 03:41:00,0.035867953,rat,8/02/2018 3:41,8/02/2018 3:45,27,1,0,2,7/02/2018 17:19,10.37444444,0,240.0,2018-02-08 03:41:00,2,10.0,14,0.0,4.216666667,1,0
2018-02-02 00:43:00,2.0,fast,2/02/2018 0:40,2/02/2018 0:44,184,0,1,2,1/02/2018 17:14,7.489722222,0,240.0,2018-02-02 00:43:00,2,7.0,57,1.524590164,3.683333333,1,1
2018-02-02 00:44:00,1.0,rat,2/02/2018 0:40,2/02/2018 0:44,239,1,0,2,1/02/2018 17:14,7.505,0,240.0,2018-02-02 00:44:00,2,7.5,60,1.03198484,0.466666667,1,1
2018-02-09 00:06:00,3.0,fast,9/02/2018 0:06,9/02/2018 0:06,2,0,1,2,8/02/2018 17:20,6.767222222,0,0.0,2018-02-09 00:06:00,2,6.5,38,2.029569892,1.0,4,1
2018-02-09 00:11:00,1.0,rat,9/02/2018 0:09,9/02/2018 0:13,135,1,0,2,8/02/2018 17:20,6.862222222,0,240.0,2018-02-09 00:11:00,2,6.5,38,2.029569892,1.0,4,1
2018-02-09 00:26:00,17.0,pick,9/02/2018 0:26,9/02/2018 0:32,2,0,1,2,8/02/2018 17:20,7.114722222,0,360.0,2018-02-09 00:26:00,2,7.0,46,2.0,1.133333333,2,1
2018-02-09 00:29:00,1.0,rat,9/02/2018 0:26,9/02/2018 0:32,154,1,0,2,8/02/2018 17:20,7.156944444,0,360.0,2018-02-09 00:29:00,2,7.0,46,2.0,1.133333333,2,1
2018-02-09 03:31:00,1.0,rat,9/02/2018 3:28,9/02/2018 3:33,146,1,0,2,8/02/2018 17:20,10.18444444,0,300.0,2018-02-09 03:31:00,2,10.0,22,1.0,4.733333333,1,1
2018-02-09 03:32:00,21.0,rat,9/02/2018 3:28,9/02/2018 3:33,211,1,0,2,8/02/2018 17:20,10.2025,0,300.0,2018-02-09 03:32:00,2,10.0,22,1.0,4.733333333,1,1
2018-02-09 03:32:00,9.0,pick,9/02/2018 3:28,9/02/2018 3:33,246,0,1,2,8/02/2018 17:20,10.21222222,0,300.0,2018-02-09 03:32:00,2,10.0,22,1.0,4.733333333,1,1
2018-02-13 03:44:00,1.0,rat,13/02/2018 3:43,13/02/2018 3:45,77,1,0,2,12/02/2018 17:24,10.34222222,0,120.0,2018-02-13 03:44:00,2,10.0,15,1.0,3.35,2,1
2018-02-13 03:50:00,3.0,fast,13/02/2018 3:49,13/02/2018 3:50,59,0,1,2,12/02/2018 17:24,10.435,0,60.0,2018-02-13 03:50:00,2,10.0,15,1.0,3.35,2,1
2018-02-14 22:05:00,1.0,rat,14/02/2018 22:04,14/02/2018 22:12,89,1,0,2,14/02/2018 17:26,4.659166667,0,480.0,2018-02-14 22:05:00,2,4.5,86,2.01843318,5.133333333,4,1
2018-02-14 22:08:00,2.0,rat,14/02/2018 22:04,14/02/2018 22:12,259,1,0,2,14/02/2018 17:26,4.706388889,0,480.0,2018-02-14 22:08:00,2,4.5,86,2.01843318,5.133333333,4,1
2018-02-14 22:11:00,4.0,rat,14/02/2018 22:04,14/02/2018 22:12,470,1,0,2,14/02/2018 17:26,4.765,0,480.0,2018-02-14 22:11:00,2,4.5,86,2.01843318,5.133333333,4,1
2018-02-14 22:46:00,2.0,rat,14/02/2018 22:43,14/02/2018 22:52,187,1,0,2,14/02/2018 17:26,5.341666667,0,540.0,2018-02-14 22:46:00,2,5.0,103,2.0,3.3,6,1
2018-02-14 22:46:00,1.0,rat,14/02/2018 22:43,14/02/2018 22:52,204,1,0,2,14/02/2018 17:26,5.346388889,0,540.0,2018-02-14 22:46:00,2,5.0,103,2.0,3.3,6,1
2018-02-14 22:50:00,2.0,rat,14/02/2018 22:43,14/02/2018 22:52,420,1,0,2,14/02/2018 17:26,5.406388889,0,540.0,2018-02-14 22:50:00,2,5.0,103,2.0,3.3,6,1
2018-02-14 22:50:00,9.0,rat,14/02/2018 22:43,14/02/2018 22:52,434,1,0,2,14/02/2018 17:26,5.410277778,0,540.0,2018-02-14 22:50:00,2,5.0,103,2.0,3.3,6,1
2018-02-14 22:51:00,0.061201372,rat,14/02/2018 22:43,14/02/2018 22:52,512,1,0,2,14/02/2018 17:26,5.431944444,0,540.0,2018-02-14 22:51:00,2,5.0,103,2.0,3.3,6,1
2018-02-14 22:52:00,1.0,rat,14/02/2018 22:43,14/02/2018 22:52,518,1,0,2,14/02/2018 17:26,5.433611111,0,540.0,2018-02-14 22:52:00,2,5.0,103,2.0,3.3,6,1
2018-02-14 03:11:00,31.0,pick,14/02/2018 3:02,14/02/2018 3:11,499,0,1,2,13/02/2018 17:25,9.771666667,0,540.0,2018-02-14 03:11:00,2,9.5,14,1.0,8.583333333,1,1
2018-02-14 05:30:00,1.0,rat,14/02/2018 5:26,14/02/2018 5:34,225,1,0,2,13/02/2018 17:25,12.09194444,0,480.0,2018-02-14 05:30:00,2,12.0,12,0.0,8.033333333,1,0
2018-02-15 18:21:00,0.050105814,fast,15/02/2018 18:20,15/02/2018 18:28,54,0,1,2,15/02/2018 17:26,0.9225,0,480.0,2018-02-15 18:21:00,2,0.5,9,4.0,5.55,1,1
2018-02-15 19:31:00,1.0,fast,15/02/2018 19:30,15/02/2018 19:31,30,0,1,2,15/02/2018 17:26,2.085833333,0,60.0,2018-02-15 19:31:00,2,2.0,51,3.322033898,1.266666667,1,1
2018-02-15 19:31:00,0.085595674,attack_rat,15/02/2018 19:30,15/02/2018 19:31,71,1,0,2,15/02/2018 17:26,2.097222222,0,60.0,2018-02-15 19:31:00,2,2.0,51,3.322033898,1.266666667,1,1
2018-02-15 18:52:00,6.0,bat,15/02/2018 18:49,15/02/2018 18:55,179,1,0,2,15/02/2018 17:26,1.440277778,0,360.0,2018-02-15 18:52:00,2,1.0,29,4.0,7.833333333,5,1
2018-02-15 18:52:00,6.0,pick,15/02/2018 18:49,15/02/2018 18:55,201,0,1,2,15/02/2018 17:26,1.446388889,0,360.0,2018-02-15 18:52:00,2,1.0,29,4.0,7.833333333,5,1
2018-02-15 18:54:00,1.0,rat,15/02/2018 18:49,15/02/2018 18:55,321,1,0,2,15/02/2018 17:26,1.479722222,0,360.0,2018-02-15 18:54:00,2,1.0,29,4.0,7.833333333,5,1
2018-02-04 18:33:00,3.0,bat_and_rat,4/02/2018 18:32,4/02/2018 18:50,77,1,0,2,4/02/2018 17:17,1.274722222,0,1080.0,2018-02-04 18:33:00,2,1.0,39,4.0,2.3,17,1
2018-02-04 18:32:00,155.0,,4/02/2018 18:32,4/02/2018 18:50,42,0,0,2,4/02/2018 17:17,1.265,0,1080.0,2018-02-04 18:32:00,2,1.0,39,4.0,2.3,17,1
2018-02-04 18:46:00,1.0,,4/02/2018 18:32,4/02/2018 18:50,856,0,0,2,4/02/2018 17:17,1.491111111,0,1080.0,2018-02-04 18:46:00,2,1.0,39,4.0,2.3,17,1
2018-02-04 18:47:00,1.0,,4/02/2018 18:32,4/02/2018 18:50,933,0,0,2,4/02/2018 17:17,1.5125,0,1080.0,2018-02-04 18:47:00,2,1.5,83,3.933259177,0.733333333,3,1
2018-02-03 17:51:00,29.0,rat,3/02/2018 17:51,3/02/2018 17:51,22,1,0,2,3/02/2018 17:16,0.592777778,0,0.0,2018-02-03 17:51:00,2,0.5,34,3.949388209,0.666666667,1,1
2018-02-02 18:30:00,4.0,rat,2/02/2018 18:30,2/02/2018 18:30,3,1,0,2,2/02/2018 17:15,1.260555556,0,0.0,2018-02-02 18:30:00,2,1.0,46,4.0,0.133333333,1,1
2018-02-05 23:22:00,1.0,,5/02/2018 23:21,5/02/2018 23:26,77,0,0,2,5/02/2018 17:18,6.072222222,0,300.0,2018-02-05 23:22:00,2,6.0,104,1.466666667,1.3,8,1
2018-02-05 23:22:00,1.0,,5/02/2018 23:21,5/02/2018 23:26,110,0,0,2,5/02/2018 17:18,6.081388889,0,300.0,2018-02-05 23:22:00,2,6.0,104,1.466666667,1.3,8,1
2018-02-05 23:25:00,6.0,,5/02/2018 23:21,5/02/2018 23:26,253,0,0,2,5/02/2018 17:18,6.121111111,0,300.0,2018-02-05 23:25:00,2,6.0,104,1.466666667,1.3,8,1
2018-02-16 22:18:00,2.0,rat,16/02/2018 22:18,16/02/2018 22:22,25,1,0,2,16/02/2018 17:27,4.860277778,0,240.0,2018-02-16 22:18:00,2,4.5,53,3.0,1.816666667,2,1
2018-02-16 22:21:00,16.0,rat,16/02/2018 22:18,16/02/2018 22:22,181,1,0,2,16/02/2018 17:27,4.903611111,0,240.0,2018-02-16 22:21:00,2,4.5,53,3.0,1.816666667,2,1
2018-02-16 22:21:00,2.0,rat,16/02/2018 22:18,16/02/2018 22:22,201,1,0,2,16/02/2018 17:27,4.909166667,0,240.0,2018-02-16 22:21:00,2,4.5,53,3.0,1.816666667,2,1
2018-02-16 22:21:00,1.0,fast,16/02/2018 22:18,16/02/2018 22:22,206,0,1,2,16/02/2018 17:27,4.910555556,0,240.0,2018-02-16 22:21:00,2,4.5,53,3.0,1.816666667,2,1
